img.path,H.mode,H.std,S.mode,S.std,V.mode,V.std
../clean_imgs/playboy_imgs/Playboy - 1972-07 - cover.jpeg,144,0.00335278385319,255,0.0026892432943,255,0.00336690549739
../clean_imgs/playboy_imgs/Playboy - 1972-08 - cover.jpeg,26,0.00178475142457,255,0.00216837110929,255,0.00322330277413
../clean_imgs/playboy_imgs/Playboy - 1972-09 - cover.jpeg,62,0.00442782323807,255,0.00573415169492,255,0.00586886890233
../clean_imgs/playboy_imgs/Playboy - 1972-10 - cover.jpeg,63,0.00670787878335,255,0.00485513731837,255,0.00519193708897
../clean_imgs/playboy_imgs/Playboy - 1972-11 - cover.jpeg,42,0.0134030468762,26,0.0136471111327,30,0.0110505931079
../clean_imgs/playboy_imgs/Playboy - 1972-12 - cover.jpeg,45,0.0108844479546,37,0.010901122354,38,0.00937792938203
../clean_imgs/playboy_imgs/Playboy - 1973-01 - cover.jpeg,137,0.00295714009553,255,0.00372878275812,255,0.0036715012975
../clean_imgs/playboy_imgs/Playboy - 1973-02 - cover.jpeg,2,0.00388624169864,224,0.00565643701702,232,0.00607234472409
../clean_imgs/playboy_imgs/Playboy - 1973-03 - cover.jpeg,12,0.0109178684652,3,0.0112109836191,4,0.0106048472226
../clean_imgs/playboy_imgs/Playboy - 1973-04 - cover.jpeg,72,0.00735075166449,255,0.00549788400531,255,0.00569615047425
../clean_imgs/playboy_imgs/Playboy - 1973-05 - cover.jpeg,27,0.00396470585838,255,0.00312902778387,255,0.00310678174719
../clean_imgs/playboy_imgs/Playboy - 1973-06 - cover.jpeg,16,0.00655786972493,255,0.0044652079232,255,0.00352964689955
../clean_imgs/playboy_imgs/Playboy - 1973-07 - cover.jpeg,17,0.00926141813397,32,0.00980686303228,178,0.009975457564
../clean_imgs/playboy_imgs/Playboy - 1973-08 - cover.jpeg,56,0.00426969956607,255,0.00418503349647,255,0.00456759193912
../clean_imgs/playboy_imgs/Playboy - 1973-09 - cover.jpeg,80,0.00514200516045,255,0.00332666980103,255,0.00470279064029
../clean_imgs/playboy_imgs/Playboy - 1973-10 - cover.jpeg,111,0.00347780622542,255,0.00258783739991,255,0.00348151871003
../clean_imgs/playboy_imgs/Playboy - 1973-11 - cover.jpeg,14,0.00575216440484,8,0.00539307342842,255,0.00355800264515
../clean_imgs/playboy_imgs/Playboy - 1973-12 - cover.jpeg,72,0.0101205585524,30,0.00802349392325,255,0.00693834014237
../clean_imgs/playboy_imgs/Playboy - 1974-01 - cover.jpeg,19,0.0197275225073,11,0.0167716834694,12,0.0166822709143
../clean_imgs/playboy_imgs/Playboy - 1974-02 - cover.jpeg,148,0.00317735876888,255,0.00348160881549,255,0.00449538603425
../clean_imgs/playboy_imgs/Playboy - 1974-03 - cover.jpeg,77,0.00744415679947,255,0.00526994327083,255,0.00551152741536
../clean_imgs/playboy_imgs/Playboy - 1974-04 - cover.jpeg,43,0.00399695010856,255,0.00297792395577,255,0.00268323882483
../clean_imgs/playboy_imgs/Playboy - 1974-05 - cover.jpeg,93,0.00443019531667,255,0.00428738584742,255,0.00347695033997
../clean_imgs/playboy_imgs/Playboy - 1974-06 - cover.jpeg,102,0.00398707110435,255,0.00363190867938,255,0.00297233182937
../clean_imgs/playboy_imgs/Playboy - 1974-07 - cover.jpeg,60,0.00869051553309,255,0.00401001982391,255,0.00423215609044
../clean_imgs/playboy_imgs/Playboy - 1974-08 - cover.jpeg,64,0.00452546635643,255,0.00338855036534,255,0.00391230359674
../clean_imgs/playboy_imgs/Playboy - 1974-09 - cover.jpeg,68,0.00383587693796,255,0.00436297245324,255,0.00376312527806
../clean_imgs/playboy_imgs/Playboy - 1974-10 - cover.jpeg,1,0.00303686782718,217,0.0049293152988,229,0.00526850484312
../clean_imgs/playboy_imgs/Playboy - 1974-11 - cover.jpeg,13,0.0119258044288,3,0.0102657526731,2,0.0078815324232
../clean_imgs/playboy_imgs/Playboy - 1974-12 - cover.jpeg,13,0.00908616743982,0,0.00916705001146,2,0.00968133192509
../clean_imgs/playboy_imgs/Playboy - 1975-01 - cover.jpeg,48,0.00368269183673,213,0.00290200533345,223,0.00299146678299
../clean_imgs/playboy_imgs/Playboy - 1975-02 - cover.jpeg,54,0.00555241946131,57,0.00407900428399,54,0.00361681194045
../clean_imgs/playboy_imgs/Playboy - 1975-03 - cover.jpeg,163,0.00773885566741,111,0.00678233988583,75,0.00666681770235
../clean_imgs/playboy_imgs/Playboy - 1975-04 - cover.jpeg,165,0.00321272038855,230,0.00300269969739,245,0.00429856590927
../clean_imgs/playboy_imgs/Playboy - 1975-05 - cover.jpeg,47,0.00582189485431,56,0.00469303084537,71,0.00367812206969
../clean_imgs/playboy_imgs/Playboy - 1975-06 - cover.jpeg,168,0.00597026059404,183,0.00492745311931,190,0.00515336310491
../clean_imgs/playboy_imgs/Playboy - 1975-07 - cover.jpeg,44,0.00784781388938,48,0.00528358342126,54,0.00447462685406
../clean_imgs/playboy_imgs/Playboy - 1975-08 - cover.jpeg,39,0.0057935314253,32,0.00438651395962,28,0.00381266674958
../clean_imgs/playboy_imgs/Playboy - 1975-09 - cover.jpeg,63,0.00558458827436,213,0.00361165753566,217,0.00395916029811
../clean_imgs/playboy_imgs/Playboy - 1975-10 - cover.jpeg,35,0.00376860867254,32,0.00174458324909,249,0.00233832723461
../clean_imgs/playboy_imgs/Playboy - 1975-11 - cover.jpeg,47,0.0101825417951,41,0.00696965586394,48,0.00603380007669
../clean_imgs/playboy_imgs/Playboy - 1975-12 - cover.jpeg,1,0.00395931722596,1,0.00487298611552,1,0.00413619400933
../clean_imgs/playboy_imgs/Playboy - 1976-01 - cover.jpeg,48,0.00844578351825,40,0.00637268740684,40,0.00615839380771
../clean_imgs/playboy_imgs/Playboy - 1976-02 - cover.jpeg,79,0.00633507641032,224,0.00437217392027,237,0.00443637417629
../clean_imgs/playboy_imgs/Playboy - 1976-03 - cover.jpeg,55,0.00903860293329,48,0.00590734556317,43,0.00292911753058
../clean_imgs/playboy_imgs/Playboy - 1976-04 - cover.jpeg,176,0.00503141665831,211,0.00367330899462,239,0.00488215405494
../clean_imgs/playboy_imgs/Playboy - 1976-05 - cover.jpeg,110,0.00436517875642,93,0.00325071439147,197,0.00346884224564
../clean_imgs/playboy_imgs/Playboy - 1976-06 - cover.jpeg,175,0.00401647714898,207,0.00383415841497,204,0.00396841205657
../clean_imgs/playboy_imgs/Playboy - 1976-07 - cover.jpeg,72,0.00699869729578,61,0.00559028564021,153,0.00335370260291
../clean_imgs/playboy_imgs/Playboy - 1976-08 - cover.jpeg,53,0.00726157566532,188,0.00657486822456,143,0.00515630235896
../clean_imgs/playboy_imgs/Playboy - 1976-09 - cover.jpeg,179,0.00740480097011,228,0.00775231653824,243,0.0073364446871
../clean_imgs/playboy_imgs/Playboy - 1976-10 - cover.jpeg,71,0.00419240025803,210,0.00280773639679,205,0.00338951847516
../clean_imgs/playboy_imgs/Playboy - 1976-11 - cover.jpeg,63,0.00527927419171,48,0.004268003162,225,0.00276625761762
../clean_imgs/playboy_imgs/Playboy - 1976-12 - cover.jpeg,49,0.00845684390515,49,0.00693914527074,40,0.00581223797053
../clean_imgs/playboy_imgs/Playboy - 1977-01 - cover.jpeg,64,0.00516427448019,41,0.00475901737809,31,0.00307520688511
../clean_imgs/playboy_imgs/Playboy - 1977-02 - cover.jpeg,64,0.00869448855519,95,0.00531404558569,63,0.00339919445105
../clean_imgs/playboy_imgs/Playboy - 1977-03 - cover.jpeg,55,0.0105522796512,88,0.00550008565187,235,0.00291756144725
../clean_imgs/playboy_imgs/Playboy - 1977-04 - cover.jpeg,51,0.00599687732756,73,0.00510101765394,71,0.00451385322958
../clean_imgs/playboy_imgs/Playboy - 1977-05 - cover.jpeg,79,0.00611610338092,244,0.00307528302073,239,0.00423200801015
../clean_imgs/playboy_imgs/Playboy - 1977-06 - cover.jpeg,69,0.00762291718274,111,0.00393130397424,70,0.00361899263225
../clean_imgs/playboy_imgs/Playboy - 1977-07 - cover.jpeg,61,0.00386941852048,230,0.00431349501014,217,0.00540978275239
../clean_imgs/playboy_imgs/Playboy - 1977-08 - cover.jpeg,55,0.00662447139621,49,0.00502096349373,55,0.00282519450411
../clean_imgs/playboy_imgs/Playboy - 1977-09 - cover.jpeg,73,0.0039764335379,112,0.00389481475577,80,0.00470861699432
../clean_imgs/playboy_imgs/Playboy - 1977-10 - cover.jpeg,179,0.0040492429398,197,0.00443749176338,201,0.00517727807164
../clean_imgs/playboy_imgs/Playboy - 1977-11 - cover.jpeg,48,0.00576150976121,47,0.00329550704919,48,0.00303264707327
../clean_imgs/playboy_imgs/Playboy - 1977-12 - cover.jpeg,15,0.00722971465439,12,0.00672518415377,141,0.00473196571693
../clean_imgs/playboy_imgs/Playboy - 1978-01 - cover.jpeg,20,0.00682611996308,15,0.00657885894179,13,0.00552884675562
../clean_imgs/playboy_imgs/Playboy - 1978-02 - cover.jpeg,80,0.00727511709556,247,0.00989088136703,244,0.0105981752276
../clean_imgs/playboy_imgs/Playboy - 1978-03 - cover.jpeg,37,0.00545652396977,49,0.00518683483824,39,0.00397574715316
../clean_imgs/playboy_imgs/Playboy - 1978-04 - cover.jpeg,63,0.0053240088746,73,0.00558597967029,47,0.00393806351349
../clean_imgs/playboy_imgs/Playboy - 1978-05 - cover.jpeg,48,0.00689079752192,48,0.00461642723531,39,0.0037971267011
../clean_imgs/playboy_imgs/Playboy - 1978-06 - cover.jpeg,52,0.0104186572134,61,0.00685870274901,53,0.00608903728426
../clean_imgs/playboy_imgs/Playboy - 1978-07 - cover.jpeg,47,0.00391711760312,48,0.00292291073129,143,0.00297000515275
../clean_imgs/playboy_imgs/Playboy - 1978-08 - cover.jpeg,61,0.00461219903082,233,0.00606872886419,239,0.00643114745617
../clean_imgs/playboy_imgs/Playboy - 1978-09 - cover.jpeg,65,0.0064269634895,236,0.00409358879551,227,0.00566329620779
../clean_imgs/playboy_imgs/Playboy - 1978-10 - cover.jpeg,71,0.00666603678837,41,0.00442950194702,159,0.00676852371544
../clean_imgs/playboy_imgs/Playboy - 1978-11 - cover.jpeg,70,0.0057168090716,73,0.00374985928647,140,0.00390960695222
../clean_imgs/playboy_imgs/Playboy - 1978-12 - cover.jpeg,100,0.00502900127321,143,0.00454920623451,95,0.00329065648839
../clean_imgs/playboy_imgs/Playboy - 1979-01 - cover.jpeg,179,0.0129462815821,188,0.0103054540232,181,0.00981624051929
../clean_imgs/playboy_imgs/Playboy - 1979-02 - cover.jpeg,79,0.00424454919994,221,0.00451410422102,223,0.00561906443909
../clean_imgs/playboy_imgs/Playboy - 1979-03 - cover.jpeg,52,0.00908921100199,49,0.00646160263568,49,0.00602569710463
../clean_imgs/playboy_imgs/Playboy - 1979-04 - cover.jpeg,79,0.00501829525456,61,0.00348212453537,242,0.00304916361347
../clean_imgs/playboy_imgs/Playboy - 1979-05 - cover.jpeg,103,0.00335475546308,159,0.00387523253448,206,0.00490539288148
../clean_imgs/playboy_imgs/Playboy - 1979-06 - cover.jpeg,112,0.00635528750718,221,0.0045713186264,230,0.00614346005023
../clean_imgs/playboy_imgs/Playboy - 1979-07 - cover.jpeg,56,0.00665689865127,244,0.00462368875742,239,0.00576589116827
../clean_imgs/playboy_imgs/Playboy - 1979-08 - cover.jpeg,95,0.00604077195749,60,0.0038667274639,160,0.0055459709838
../clean_imgs/playboy_imgs/Playboy - 1979-09 - cover.jpeg,62,0.00524983601645,224,0.00399349723011,225,0.00408547138795
../clean_imgs/playboy_imgs/Playboy - 1979-10 - cover.jpeg,48,0.00622469605878,49,0.00472563924268,63,0.00472420919687
../clean_imgs/playboy_imgs/Playboy - 1979-11 - cover.jpeg,103,0.00480521097779,111,0.00305215921253,223,0.00355293881148
../clean_imgs/playboy_imgs/Playboy - 1979-12 - cover.jpeg,172,0.00616830727085,158,0.0060484688729,104,0.00534345721826
../clean_imgs/playboy_imgs/Playboy - 1980-01 - cover.jpeg,82,0.00653867097571,54,0.00482995063066,108,0.00326605630107
../clean_imgs/playboy_imgs/Playboy - 1980-02 - cover.jpeg,179,0.00435424922034,219,0.00450229644775,218,0.00525210425258
../clean_imgs/playboy_imgs/Playboy - 1980-03 - cover.jpeg,170,0.00704018678516,164,0.00487244129181,193,0.00508307106793
../clean_imgs/playboy_imgs/Playboy - 1980-04 - cover.jpeg,116,0.00564634054899,72,0.00581168010831,92,0.00516382558271
../clean_imgs/playboy_imgs/Playboy - 1980-05 - cover.jpeg,47,0.00462645525113,111,0.00348529731855,237,0.0024232994765
../clean_imgs/playboy_imgs/Playboy - 1980-06 - cover.jpeg,70,0.0052599851042,79,0.00397191382945,72,0.00380577705801
../clean_imgs/playboy_imgs/Playboy - 1980-07 - cover.jpeg,41,0.00517807016149,172,0.0029345524963,233,0.00351136480458
../clean_imgs/playboy_imgs/Playboy - 1980-08 - cover.jpeg,77,0.00432085199282,86,0.00395678216591,196,0.00285124289803
../clean_imgs/playboy_imgs/Playboy - 1980-09 - cover.jpeg,108,0.00581286521628,231,0.00441755680367,233,0.00538646476343
../clean_imgs/playboy_imgs/Playboy - 1980-10 - cover.jpeg,70,0.00803482253104,66,0.00500536710024,74,0.0042677372694
../clean_imgs/playboy_imgs/Playboy - 1980-11 - cover.jpeg,170,0.00627518817782,202,0.0035335838329,197,0.00358943222091
../clean_imgs/playboy_imgs/Playboy - 1980-12 - cover.jpeg,71,0.0114387627691,40,0.00572923244908,130,0.00725210597739
../clean_imgs/playboy_imgs/Playboy - 1981-01 - cover.jpeg,53,0.00398512743413,49,0.00353115121834,40,0.00354645843618
../clean_imgs/playboy_imgs/Playboy - 1981-02 - cover.jpeg,73,0.00448941159993,146,0.0025472547859,170,0.00250796228647
../clean_imgs/playboy_imgs/Playboy - 1981-03 - cover.jpeg,49,0.0096396561712,42,0.00639802031219,41,0.00605048285797
../clean_imgs/playboy_imgs/Playboy - 1981-04 - cover.jpeg,112,0.00513970153406,152,0.00338906887919,197,0.00335953198373
../clean_imgs/playboy_imgs/Playboy - 1981-05 - cover.jpeg,102,0.00408673705533,143,0.00387718691491,227,0.00306771765463
../clean_imgs/playboy_imgs/Playboy - 1981-06 - cover.jpeg,55,0.00372452451847,229,0.00360081694089,235,0.0055080326274
../clean_imgs/playboy_imgs/Playboy - 1981-07 - cover.jpeg,70,0.0056386012584,61,0.00466185389087,72,0.00304417707957
../clean_imgs/playboy_imgs/Playboy - 1981-08 - cover.jpeg,46,0.00354636250995,1,0.00224416959099,156,0.0022411046084
../clean_imgs/playboy_imgs/Playboy - 1981-09 - cover.jpeg,59,0.00780309503898,62,0.00513053173199,50,0.00396955339238
../clean_imgs/playboy_imgs/Playboy - 1981-10 - cover.jpeg,128,0.00368287996389,228,0.00603923434392,221,0.00747304828838
../clean_imgs/playboy_imgs/Playboy - 1981-11 - cover.jpeg,70,0.00512915896252,54,0.00473534036428,61,0.00442794151604
../clean_imgs/playboy_imgs/Playboy - 1981-12 - cover.jpeg,48,0.00423892308027,0,0.00360223767348,152,0.00403002323583
../clean_imgs/playboy_imgs/Playboy - 1982-01 - cover.jpeg,47,0.00742744095623,41,0.00388672435656,36,0.00331992446445
../clean_imgs/playboy_imgs/Playboy - 1982-02 - cover.jpeg,63,0.00424354942515,189,0.00260940403678,223,0.00525466166437
../clean_imgs/playboy_imgs/Playboy - 1982-03 - cover.jpeg,83,0.00554075278342,99,0.00366380228661,172,0.00319434772246
../clean_imgs/playboy_imgs/Playboy - 1982-04 - cover.jpeg,145,0.00326210842468,148,0.00331576913595,114,0.00297334324569
../clean_imgs/playboy_imgs/Playboy - 1982-05 - cover.jpeg,48,0.0051681548357,0,0.00392531929538,43,0.00295234518126
../clean_imgs/playboy_imgs/Playboy - 1982-06 - cover.jpeg,172,0.00610032211989,230,0.00725007522851,232,0.00900931190699
../clean_imgs/playboy_imgs/Playboy - 1982-07 - cover.jpeg,54,0.00881163775921,48,0.00508533651009,124,0.00521571282297
../clean_imgs/playboy_imgs/Playboy - 1982-08 - cover.jpeg,49,0.00918725505471,61,0.00466414866969,236,0.00354689871892
../clean_imgs/playboy_imgs/Playboy - 1982-09 - cover.jpeg,100,0.00727198412642,245,0.00981000438333,237,0.00848200917244
../clean_imgs/playboy_imgs/Playboy - 1982-10 - cover.jpeg,58,0.00692809885368,41,0.00504768081009,150,0.00336207658984
../clean_imgs/playboy_imgs/Playboy - 1982-11 - cover.jpeg,74,0.00435910606757,221,0.00305008585565,66,0.00321988388896
../clean_imgs/playboy_imgs/Playboy - 1982-12 - cover.jpeg,83,0.00617087353021,235,0.00385454739444,232,0.00424580974504
../clean_imgs/playboy_imgs/Playboy - 1983-01 - cover.jpeg,38,0.00786464754492,31,0.00676096603274,14,0.00557428551838
../clean_imgs/playboy_imgs/Playboy - 1983-02 - cover.jpeg,160,0.00405890215188,255,0.00311214476824,254,0.00434255134314
../clean_imgs/playboy_imgs/Playboy - 1983-03 - cover.jpeg,125,0.0058023170568,236,0.00810935068876,238,0.00846497435123
../clean_imgs/playboy_imgs/Playboy - 1983-04 - cover.jpeg,172,0.00384346931241,230,0.00437771715224,220,0.00549056241289
../clean_imgs/playboy_imgs/Playboy - 1983-05 - cover.jpeg,104,0.00443272013217,164,0.00386416073889,230,0.00306078419089
../clean_imgs/playboy_imgs/Playboy - 1983-06 - cover.jpeg,176,0.0049541615881,161,0.00331120751798,218,0.00520698959008
../clean_imgs/playboy_imgs/Playboy - 1983-07 - cover.jpeg,66,0.007877885364,59,0.00486485240981,71,0.00345091708004
../clean_imgs/playboy_imgs/Playboy - 1983-08 - cover.jpeg,42,0.00817379262298,41,0.00635289819911,46,0.00579506484792
../clean_imgs/playboy_imgs/Playboy - 1983-09 - cover.jpeg,126,0.00451335171238,160,0.00256721535698,212,0.00482672313228
../clean_imgs/playboy_imgs/Playboy - 1983-10 - cover.jpeg,66,0.00640675891191,61,0.00292369909585,232,0.00379721913487
../clean_imgs/playboy_imgs/Playboy - 1983-11 - cover.jpeg,68,0.00607820227742,71,0.00343753700145,220,0.0033635282889
../clean_imgs/playboy_imgs/Playboy - 1983-12 - cover.jpeg,58,0.00497186137363,224,0.00306472438388,228,0.00475943554193
../clean_imgs/playboy_imgs/Playboy - 1984-01 - cover.jpeg,36,0.0081371916458,32,0.00706202955917,27,0.00691142724827
../clean_imgs/playboy_imgs/Playboy - 1984-02 - cover.jpeg,58,0.00652644736692,54,0.00448553217575,248,0.00274605094455
../clean_imgs/playboy_imgs/Playboy - 1984-03 - cover.jpeg,30,0.00507603539154,30,0.00454025156796,37,0.00410046149045
../clean_imgs/playboy_imgs/Playboy - 1984-04 - cover.jpeg,166,0.00928385835141,136,0.00590476673096,134,0.00545450206846
../clean_imgs/playboy_imgs/Playboy - 1984-05 - cover.jpeg,42,0.00570287089795,48,0.00501386495307,48,0.00423412118107
../clean_imgs/playboy_imgs/Playboy - 1984-06 - cover.jpeg,61,0.00448269303888,53,0.00261357659474,58,0.00251815700904
../clean_imgs/playboy_imgs/Playboy - 1984-07 - cover.jpeg,30,0.00273401127197,182,0.00368493259884,179,0.00337344151922
../clean_imgs/playboy_imgs/Playboy - 1984-08 - cover.jpeg,78,0.00636919774115,226,0.00504380324855,223,0.00514851044863
../clean_imgs/playboy_imgs/Playboy - 1984-09 - cover.jpeg,85,0.00400187540799,217,0.00382302957587,217,0.00460893427953
../clean_imgs/playboy_imgs/Playboy - 1984-10 - cover.jpeg,72,0.00720059499145,72,0.00487494142726,155,0.00373513484374
../clean_imgs/playboy_imgs/Playboy - 1984-11 - cover.jpeg,48,0.00757119525224,43,0.00450540939346,40,0.00482291076332
../clean_imgs/playboy_imgs/Playboy - 1984-12 - cover.jpeg,178,0.00516692781821,0,0.00332911079749,157,0.00391023652628
../clean_imgs/playboy_imgs/Playboy - 1985-01 - cover.jpeg,31,0.00775386346504,35,0.00530289206654,31,0.0042612995021
../clean_imgs/playboy_imgs/Playboy - 1985-02 - cover.jpeg,75,0.00543626584113,245,0.00515689328313,237,0.00590679654852
../clean_imgs/playboy_imgs/Playboy - 1985-03 - cover.jpeg,44,0.00526333600283,60,0.00422131782398,63,0.00390974711627
../clean_imgs/playboy_imgs/Playboy - 1985-04 - cover.jpeg,85,0.00570260034874,192,0.00344228255562,191,0.00418422138318
../clean_imgs/playboy_imgs/Playboy - 1985-05 - cover.jpeg,40,0.0031965165399,164,0.0034489473328,82,0.00321225798689
../clean_imgs/playboy_imgs/Playboy - 1985-06 - cover.jpeg,95,0.00483036413789,234,0.00330095388927,243,0.00400261115283
../clean_imgs/playboy_imgs/Playboy - 1985-07 - cover.jpeg,43,0.00589242577553,42,0.0036404368002,234,0.00382567429915
../clean_imgs/playboy_imgs/Playboy - 1985-08 - cover.jpeg,69,0.00605262164026,63,0.00450124684721,43,0.00317119294778
../clean_imgs/playboy_imgs/Playboy - 1985-09 - cover.jpeg,48,0.00798175763339,214,0.00513817649335,226,0.00528190517798
../clean_imgs/playboy_imgs/Playboy - 1985-10 - cover.jpeg,89,0.00541597511619,210,0.0053421119228,209,0.00617430359125
../clean_imgs/playboy_imgs/Playboy - 1985-11 - cover.jpeg,45,0.0061234338209,41,0.00442187814042,235,0.003134066239
../clean_imgs/playboy_imgs/Playboy - 1985-12 - cover.jpeg,33,0.0053010485135,31,0.00464878324419,32,0.00397722050548
../clean_imgs/playboy_imgs/Playboy - 1986-01 - cover.jpeg,59,0.0101923663169,7,0.00436541531235,157,0.00823130086064
../clean_imgs/playboy_imgs/Playboy - 1986-02 - cover.jpeg,39,0.00850483961403,36,0.00662125647068,62,0.00291110225953
../clean_imgs/playboy_imgs/Playboy - 1986-03 - cover.jpeg,61,0.0062582376413,235,0.006065484602,232,0.00677370838821
../clean_imgs/playboy_imgs/Playboy - 1986-04 - cover.jpeg,41,0.00465724198148,49,0.00379964569584,233,0.0033777107019
../clean_imgs/playboy_imgs/Playboy - 1986-05 - cover.jpeg,42,0.00453364429995,1,0.00263676978648,159,0.00467189587653
../clean_imgs/playboy_imgs/Playboy - 1986-06 - cover.jpeg,146,0.00355936517008,235,0.00437412969768,227,0.0062770396471
../clean_imgs/playboy_imgs/Playboy - 1986-07 - cover.jpeg,146,0.00564624555409,72,0.00592152914032,68,0.00518803158775
../clean_imgs/playboy_imgs/Playboy - 1986-08 - cover.jpeg,53,0.00397711526603,39,0.0038296233397,148,0.0029175078962
../clean_imgs/playboy_imgs/Playboy - 1986-09 - cover.jpeg,75,0.00354855298065,1,0.00277043320239,158,0.00300615723245
../clean_imgs/playboy_imgs/Playboy - 1986-10 - cover.jpeg,31,0.00387151958421,32,0.00296899257228,66,0.00330612016842
../clean_imgs/playboy_imgs/Playboy - 1986-11 - cover.jpeg,40,0.00395235884935,0,0.00311115337536,158,0.00250654481351
../clean_imgs/playboy_imgs/Playboy - 1986-12 - cover.jpeg,62,0.00636068359017,32,0.0050283242017,132,0.00266865873709
../clean_imgs/playboy_imgs/Playboy - 1987-01 - cover.jpeg,179,0.0118914991617,252,0.00833524856716,251,0.00854381360114
../clean_imgs/playboy_imgs/Playboy - 1987-02 - cover.jpeg,1,0.0102302767336,1,0.0068952194415,1,0.00807418487966
../clean_imgs/playboy_imgs/Playboy - 1987-03 - cover.jpeg,84,0.00621495395899,72,0.0033730014693,135,0.00269261049107
../clean_imgs/playboy_imgs/Playboy - 1987-04 - cover.jpeg,178,0.00433943560347,68,0.00473570311442,78,0.00345191289671
../clean_imgs/playboy_imgs/Playboy - 1987-05 - cover.jpeg,111,0.00463423738256,241,0.00747987022623,238,0.00823127198964
../clean_imgs/playboy_imgs/Playboy - 1987-06 - cover.jpeg,168,0.0048509943299,79,0.00395405711606,68,0.00448849145323
../clean_imgs/playboy_imgs/Playboy - 1987-07 - cover.jpeg,81,0.00909604504704,88,0.00441768066958,245,0.00362654938363
../clean_imgs/playboy_imgs/Playboy - 1987-08 - cover.jpeg,105,0.00475799059495,66,0.00410602008924,238,0.00423695193604
../clean_imgs/playboy_imgs/Playboy - 1987-09 - cover.jpeg,63,0.00543689820915,255,0.0226223096251,255,0.0182380862534
../clean_imgs/playboy_imgs/Playboy - 1987-10 - cover.jpeg,12,0.00287895044312,225,0.00667849462479,231,0.00685473857448
../clean_imgs/playboy_imgs/Playboy - 1987-11 - cover.jpeg,55,0.00519310357049,234,0.00312655535527,234,0.00451745977625
../clean_imgs/playboy_imgs/Playboy - 1987-12 - cover.jpeg,48,0.00644584232941,36,0.00540816551074,39,0.00481262383983
../clean_imgs/playboy_imgs/Playboy - 1988-01 - cover.jpeg,21,0.0097567839548,21,0.00811090599746,21,0.00892226304859
../clean_imgs/playboy_imgs/Playboy - 1988-02 - cover.jpeg,26,0.00941597297788,255,0.00903739780188,255,0.00926846358925
../clean_imgs/playboy_imgs/Playboy - 1988-03 - cover.jpeg,17,0.0060413274914,15,0.00652458984405,32,0.00440032826737
../clean_imgs/playboy_imgs/Playboy - 1988-04 - cover.jpeg,21,0.0222954973578,21,0.0162932984531,21,0.0159455314279
../clean_imgs/playboy_imgs/Playboy - 1988-05 - cover.jpeg,151,0.00593788083643,225,0.00929393433034,235,0.0100380666554
../clean_imgs/playboy_imgs/Playboy - 1988-06 - cover.jpeg,21,0.0126139661297,21,0.0100029502064,21,0.0106505509466
../clean_imgs/playboy_imgs/Playboy - 1988-07 - cover.jpeg,21,0.00605846755207,18,0.00430263485759,24,0.00407662894577
../clean_imgs/playboy_imgs/Playboy - 1988-08 - cover.jpeg,17,0.00871065817773,17,0.00886388961226,17,0.00677078450099
../clean_imgs/playboy_imgs/Playboy - 1988-09 - cover.jpeg,128,0.00488578667864,1,0.00441568205133,60,0.00443782657385
../clean_imgs/playboy_imgs/Playboy - 1988-10 - cover.jpeg,21,0.0084432894364,21,0.0060451105237,21,0.00595937808976
../clean_imgs/playboy_imgs/Playboy - 1988-11 - cover.jpeg,173,0.00316839572042,204,0.00474873185158,210,0.0053613926284
../clean_imgs/playboy_imgs/Playboy - 1988-12 - cover.jpeg,25,0.00728650856763,16,0.00640232255682,26,0.00538779888302
../clean_imgs/playboy_imgs/Playboy - 1989-01 - cover.jpeg,51,0.0117211127654,32,0.00757161527872,39,0.00857962761074
../clean_imgs/playboy_imgs/Playboy - 1989-02 - cover.jpeg,74,0.00820284988731,254,0.0100972633809,253,0.0119055127725
../clean_imgs/playboy_imgs/Playboy - 1989-03 - cover.jpeg,42,0.00523531390354,35,0.00465008569881,31,0.00391571596265
../clean_imgs/playboy_imgs/Playboy - 1989-04 - cover.jpeg,107,0.0051069362089,231,0.00701387319714,235,0.00787207204849
../clean_imgs/playboy_imgs/Playboy - 1989-05 - cover.jpeg,44,0.00955604016781,49,0.00685208849609,51,0.00550184678286
../clean_imgs/playboy_imgs/Playboy - 1989-06 - cover.jpeg,90,0.00582417752594,241,0.00746851600707,241,0.00797296594828
../clean_imgs/playboy_imgs/Playboy - 1989-07 - cover.jpeg,151,0.00528258411214,105,0.00638882722706,91,0.00648088566959
../clean_imgs/playboy_imgs/Playboy - 1989-08 - cover.jpeg,81,0.00426348205656,235,0.00473547214642,231,0.00548499030992
../clean_imgs/playboy_imgs/Playboy - 1989-09 - cover.jpeg,110,0.00297915749252,169,0.00326366396621,223,0.00411598524079
../clean_imgs/playboy_imgs/Playboy - 1989-10 - cover.jpeg,68,0.0026007196866,255,0.0117599675432,255,0.00956082250923
../clean_imgs/playboy_imgs/Playboy - 1989-11 - cover.jpeg,93,0.00563053414226,49,0.00329889473505,213,0.00383804738522
../clean_imgs/playboy_imgs/Playboy - 1989-12 - cover.jpeg,44,0.00665929773822,26,0.00588838709518,39,0.00513270031661
../clean_imgs/playboy_imgs/Playboy - 1990-01 - cover.jpeg,63,0.00542540336028,229,0.00860267039388,232,0.0081353886053
